d1,d2,d3,d4
324.85,828.69,278.2,12.6
676.61,27.23,579.69,863.04
224.57,515.89,41.92,327.35
224.13,516.83,41.0,326.42
9.29,664.54,198.08,318.48
227.9,517.94,40.93,324.45
29.86,680.62,199.17,300.05
30.85,689.24,214.27,309.06
680.08,25.2,581.18,863.98
192.86,669.54,112.12,180.19
7.36,662.76,197.87,320.29
34.59,687.91,205.38,298.76
40.38,693.64,208.35,295.11
331.88,835.8,285.75,10.09
337.34,852.54,300.82,12.93
200.67,533.93,26.5,313.84
12.21,666.62,197.81,315.71
195.35,669.05,111.7,179.7
328.92,838.08,286.92,3.57
10.22,649.67,193.46,329.73
30.37,686.35,208.12,304.5
188.06,669.3,111.85,182.27
330.63,835.9,285.53,8.43
331.73,841.25,290.19,4.41
331.06,838.33,287.63,6.05
201.59,532.11,28.13,315.59
338.11,851.41,300.05,12.19
27.68,684.16,207.7,306.76
43.27,692.44,203.03,289.32
191.54,669.14,111.7,181.03
677.11,26.69,579.86,863.12
332.82,838.11,287.87,8.64
37.26,688.28,202.93,294.92
227.94,509.71,48.07,333.39
667.49,13.45,568.03,850.86
230.31,512.3,46.29,330.09
22.98,678.11,202.87,308.08
191.21,669.68,112.23,180.7
281.11,891.52,338.64,149.42
229.01,509.92,48.06,332.94
47.47,693.8,200.87,284.34
230.04,513.83,44.94,328.49
224.18,517.18,40.69,326.03
696.59,95.38,617.68,904.2
203.32,650.92,94.64,193.69
224.42,516.97,40.92,326.21
27.78,683.32,205.92,305.47
23.79,679.83,204.86,308.5
145.41,709.07,161.0,184.82
336.55,850.69,299.11,11.18
258.32,458.15,306.44,556.39
11.63,649.11,190.87,327.41
240.98,516.3,48.2,324.27
223.02,516.86,40.81,326.64
49.19,695.88,202.28,283.34
167.08,639.73,84.27,216.68
205.5,518.68,42.08,329.67
191.21,669.68,112.23,180.7
167.09,641.68,86.18,214.94
629.51,76.64,508.58,784.82
229.08,512.79,45.55,329.79
172.21,638.96,82.59,215.19
172.86,640.86,84.39,213.19
328.78,832.79,282.53,10.43
231.38,509.77,48.69,332.62
224.21,486.53,73.18,361.1
362.31,424.81,407.51,663.78
168.05,640.71,85.03,215.39
41.36,677.86,185.93,286.33
228.36,510.07,47.81,332.91
197.1,699.98,142.53,154.18
332.89,838.37,288.1,8.46
36.33,691.17,209.1,299.5
40.22,691.47,204.79,293.13
196.01,671.21,113.88,177.59
394.06,401.05,429.42,691.2
263.62,756.57,203.19,84.79
254.62,462.23,305.05,553.69
179.82,667.92,353.86,502.38
328.38,833.1,282.68,9.62
223.91,516.19,41.55,327.18
43.27,692.44,203.03,289.32
228.36,510.07,47.81,332.91
261.6,453.03,306.37,558.06
695.16,97.38,617.12,903.76
676.23,26.61,579.19,862.52
226.48,521.93,37.29,320.43
28.69,683.59,205.19,304.16
328.38,833.1,282.68,9.62
674.47,25.25,577.4,860.75
33.86,690.24,210.92,303.22
29.8,686.97,210.4,306.76
230.54,511.64,46.9,330.76
24.92,681.46,206.39,308.45
228.36,510.07,47.81,332.91
258.82,456.77,305.9,556.37
346.04,858.33,307.59,20.13
196.34,693.91,136.45,159.02
677.54,25.28,579.61,862.7
168.68,639.16,83.4,216.49
227.98,494.25,63.48,350.75
33.36,686.94,205.21,299.81
196.38,518.23,48.53,333.82
168.78,639.0,83.22,216.59
340.18,853.84,302.54,14.67
169.56,639.45,83.52,215.85
675.01,22.21,576.68,859.69
30.66,681.44,199.53,299.47
26.67,681.73,204.49,305.62
228.36,510.07,47.81,332.91
229.54,520.33,39.67,321.59
8.15,662.2,196.69,319.52
204.92,518.61,42.46,329.95
333.34,840.69,290.11,6.91
190.22,670.16,112.7,180.68
224.3,516.97,40.9,326.24
677.02,25.52,579.35,862.51
254.93,463.7,306.75,554.77
38.18,690.55,205.61,295.52
11.63,649.11,190.87,327.41
192.0,671.33,113.88,179.0
37.52,693.41,211.92,300.41
230.26,509.36,48.79,333.29
232.84,500.44,57.27,342.55
228.36,510.07,47.81,332.91
183.35,645.56,88.17,204.86
228.36,510.07,47.81,332.91
168.98,640.89,85.05,214.81
331.86,841.94,290.79,4.29
322.82,828.2,277.31,12.11
27.15,683.9,208.0,307.48
173.4,639.65,83.11,214.07
331.35,839.11,288.33,5.6
667.81,24.92,571.92,855.63
190.93,695.81,138.46,160.26
336.11,843.72,293.26,8.79
83.31,720.77,208.31,252.79
24.5,681.32,206.74,309.09
258.28,459.3,307.38,556.88
95.24,752.42,282.67,328.14
675.46,26.15,578.46,861.81
192.55,698.56,141.18,157.48
119.33,723.72,188.71,209.36
30.69,687.32,209.67,305.33
224.42,519.13,39.0,323.85
25.9,681.41,204.92,306.59
228.36,510.07,47.81,332.91
327.61,832.01,281.6,10.35
200.05,527.04,35.01,321.92
44.98,693.15,202.36,287.38
193.71,508.14,64.42,347.85
109.28,675.36,140.4,226.71
678.39,26.66,580.74,863.88
233.61,502.1,55.86,340.55
28.66,684.94,207.83,305.93
364.98,423.63,409.78,666.33
228.36,510.07,47.81,332.91
171.61,641.33,85.04,213.3
171.52,641.89,85.61,212.83
225.67,516.36,41.7,326.6
27.96,683.77,206.52,305.69
677.56,25.76,579.82,862.95
332.06,837.86,287.48,7.91
194.37,669.38,111.99,179.77
678.13,27.24,580.78,864.01
13.15,667.48,197.96,314.88
325.46,832.66,281.62,7.81
232.8,502.82,55.08,339.93
331.3,840.91,289.81,4.03
366.12,422.38,410.34,667.2
43.7,698.4,213.01,295.16
27.22,682.95,206.0,306.05
39.34,694.09,210.59,297.64
171.84,639.59,83.28,214.77
198.63,670.79,113.6,177.04
11.9,666.48,197.93,316.02
95.24,752.42,282.67,328.14
27.65,684.66,208.84,307.63
272.81,480.95,87.32,358.7
167.7,643.2,87.56,213.33
191.79,669.31,111.87,180.79
228.36,510.07,47.81,332.91
224.07,519.36,38.73,323.68
28.37,685.56,209.64,307.55
225.77,522.2,36.82,320.27
228.36,510.07,47.81,332.91
227.65,511.04,46.82,332.0
334.87,845.4,294.34,7.3
331.88,835.8,285.75,10.09
681.74,23.65,581.02,863.3
33.86,686.77,204.32,298.84
25.71,678.36,200.16,304.27
28.2,685.72,210.32,308.25
233.37,510.04,49.02,331.97
612.19,93.89,488.77,764.41
163.39,642.95,88.22,215.5
224.42,519.13,39.0,323.85
228.56,514.21,44.22,328.35
9.93,649.77,194.81,331.15
35.06,689.77,208.15,300.06
674.55,24.96,577.36,860.67
37.09,688.89,204.1,295.69
232.13,510.41,48.35,331.79
34.43,690.59,210.77,302.54
258.82,456.77,305.9,556.37
254.51,462.44,305.08,553.65
230.61,512.46,46.23,329.86
322.87,828.53,277.59,11.72
299.51,779.39,231.29,61.51
254.1,463.61,305.56,553.69
218.3,685.24,129.85,158.35
191.13,668.02,110.57,182.15
11.88,666.9,198.45,316.17
11.63,649.11,190.87,327.41
253.94,463.49,305.24,553.43
12.76,666.82,197.53,315.14
228.36,510.07,47.81,332.91
298.93,818.08,263.79,28.87
345.53,848.93,299.85,18.36
190.51,639.52,82.14,208.02
226.57,521.46,37.68,320.91
263.62,756.57,203.19,84.79
224.42,519.13,39.0,323.85
168.13,640.71,85.03,215.34
233.21,509.45,49.46,332.64
332.79,840.28,289.64,6.49
217.37,525.19,32.36,318.82
697.17,103.64,620.72,907.54
167.95,640.68,85.03,215.45
232.76,502.74,55.15,340.03
50.46,705.08,216.95,291.48
694.78,97.73,616.91,903.58
677.14,25.34,579.36,862.49
227.61,519.56,39.54,322.76
65.33,685.24,176.41,262.35
229.78,511.56,46.77,330.99
631.86,75.89,510.83,786.97
677.76,26.51,580.25,863.44
218.06,678.82,123.77,164.24
21.41,677.32,203.48,309.86
38.8,694.32,211.88,299.13
686.44,88.14,606.97,893.49
98.08,755.29,285.04,328.14
228.36,510.07,47.81,332.91
366.86,420.21,409.99,667.38
625.1,73.1,505.96,783.07
99.09,756.65,285.17,326.52
38.75,690.68,205.16,294.72
9.4,650.37,194.48,330.13
203.84,515.64,46.68,333.84
31.02,687.74,210.07,305.33
253.99,463.09,304.96,553.31
191.04,696.34,138.99,159.82
259.2,457.69,307.23,557.28
148.02,706.64,157.51,183.38
332.18,842.59,291.4,4.54
228.57,515.51,43.13,326.95
677.63,27.17,580.41,863.67
634.16,70.36,514.46,791.11
331.04,840.43,289.35,4.0
47.19,676.62,180.24,280.53
675.18,26.2,578.27,861.64
175.69,636.58,79.76,215.96
27.45,684.81,209.52,308.35
168.97,640.85,85.0,214.86
30.97,687.94,210.62,305.8
170.36,639.52,83.45,215.45
181.35,668.47,355.38,503.83
26.93,682.04,204.7,305.5
189.69,644.3,86.88,203.83
23.68,680.7,206.72,309.85
331.42,836.54,286.25,8.61
328.94,834.34,283.83,8.53
677.11,26.69,579.86,863.12
27.45,684.53,208.89,307.86
226.06,521.27,37.66,321.21
282.48,779.55,227.13,60.81
26.67,681.73,204.49,305.62
200.7,708.19,150.73,146.6
43.46,694.34,205.88,290.66
24.56,679.38,203.08,306.75
230.14,512.15,46.37,330.29
79.07,719.44,209.96,257.97
169.85,640.69,84.69,214.62
43.29,692.24,202.7,289.13
677.11,26.69,579.86,863.12
340.31,854.39,303.02,15.12
333.06,844.02,292.79,5.49
675.9,24.74,578.27,861.45
224.56,511.67,45.87,332.0
26.75,684.32,209.65,309.13
232.49,510.72,48.2,331.39
676.34,27.3,579.52,862.9
24.08,680.34,205.43,308.6
11.63,649.11,190.87,327.41
223.06,519.19,38.68,324.08
342.53,854.8,303.87,16.31
629.29,69.01,510.72,787.95
226.57,521.94,37.31,320.39
40.58,690.29,202.52,291.6
330.58,834.14,284.08,10.62
228.36,510.07,47.81,332.91
272.55,480.71,87.31,358.95
254.39,463.51,305.86,554.0
200.15,672.04,114.94,175.43
368.78,420.49,412.22,669.54
324.3,829.91,279.08,10.68
31.82,688.71,210.92,305.2
28.17,684.85,208.41,306.82
217.38,521.12,36.34,323.29
677.11,26.69,579.86,863.12
37.6,680.34,191.78,290.66
165.32,641.45,86.32,215.94
675.33,26.33,578.43,861.8
31.42,684.16,202.87,300.32
633.45,71.52,513.5,790.05
168.67,640.24,84.46,215.53
151.29,705.89,155.7,180.99
32.8,689.35,210.68,304.06
39.22,690.83,204.86,294.11
168.23,640.14,84.44,215.82
168.38,642.12,86.37,213.98
167.7,641.26,85.64,215.05
677.23,17.99,575.42,857.46
171.5,639.15,82.89,215.31
640.95,63.01,522.55,799.57
674.72,24.56,577.35,860.61
172.19,639.32,82.96,214.87
225.51,514.98,42.9,328.15
677.52,27.81,580.56,863.89
169.53,639.39,83.46,215.92
324.92,830.14,279.41,10.75
191.67,696.4,139.03,159.46
401.82,943.94,390.35,104.53
172.99,638.35,81.88,215.42
335.22,844.07,293.33,7.65
12.0,666.37,197.7,315.88
32.67,689.47,211.17,304.57
190.68,670.06,112.6,180.58
197.43,701.55,144.1,152.89
667.46,21.1,570.46,853.92
232.61,502.6,55.25,340.22
301.79,819.64,265.66,26.1
328.37,833.05,282.64,9.66
206.53,517.17,43.4,331.06
340.18,853.84,302.54,14.67
11.88,665.88,197.26,315.92
328.94,834.34,283.83,8.53
327.95,837.32,286.06,3.49
30.02,684.44,205.0,302.81
231.24,510.51,48.03,331.85
221.74,520.42,37.35,323.02
228.36,510.07,47.81,332.91
44.82,698.5,211.63,293.04
224.21,515.63,42.11,327.72
216.36,679.72,124.32,163.83
226.23,521.52,37.52,320.91
303.1,819.55,265.82,25.02
257.42,458.93,305.92,555.64
21.41,677.32,203.48,309.86
335.89,845.93,295.02,8.29
229.39,514.68,44.04,327.68
143.72,710.63,163.29,185.86
224.31,516.26,41.55,327.01
163.05,644.92,90.22,213.96
50.71,697.27,202.88,282.18
13.36,666.56,196.7,314.43
22.08,678.17,204.13,309.63
38.36,688.57,202.2,293.53
224.28,486.3,73.43,361.36
205.5,518.68,42.08,329.66
168.3,639.78,84.07,216.1
172.38,638.99,82.6,215.09
228.36,510.07,47.81,332.91
30.71,687.81,210.76,306.16
223.55,517.47,40.33,325.86
674.44,23.68,576.82,860.03
31.74,688.59,210.76,305.16
26.67,681.73,204.49,305.62
678.53,26.72,580.86,864.0
169.7,642.13,86.14,213.4
364.83,422.52,409.02,665.85
100.45,758.81,284.19,321.92
4.88,663.7,205.8,328.74
11.49,665.45,197.12,316.25
643.28,42.62,530.58,809.74
230.67,510.81,47.63,331.63
26.67,681.73,204.49,305.62
345.3,848.9,299.77,18.09
225.75,520.91,37.86,321.66
29.13,673.95,191.44,298.69
233.08,502.67,55.26,340.04
6.75,660.77,196.61,321.07
171.92,638.86,82.54,215.4
28.07,684.81,208.46,306.94
671.96,26.4,575.84,859.44
305.54,812.13,259.94,28.0
257.38,459.66,306.5,555.94
239.74,730.55,175.45,113.22
677.3,26.35,579.86,863.07
678.03,26.1,580.27,863.39
333.45,839.61,289.25,7.98
313.15,811.78,261.41,28.34
198.3,670.41,113.2,177.48
49.75,694.52,199.76,281.7
228.36,510.07,47.81,332.91
552.68,1092.58,543.43,255.5
151.97,707.39,157.13,179.9
191.21,669.68,112.23,180.7
337.92,852.71,301.09,13.17
677.88,18.51,575.89,857.87
9.29,664.74,198.29,318.51
168.65,640.35,84.57,215.44
258.78,456.79,305.86,556.32
11.03,648.67,194.11,331.54
25.38,681.02,204.9,307.06
664.45,22.84,568.37,852.08
224.71,513.36,44.28,330.1
328.38,833.1,282.68,9.62
25.57,682.91,208.45,309.33
191.3,696.71,139.36,159.43
193.6,669.61,112.2,179.85
327.19,834.21,283.31,7.01
677.06,27.49,580.11,863.45
38.73,689.91,203.92,294.06
168.99,639.87,84.04,215.72
234.2,500.21,57.66,342.51
95.24,752.42,282.67,328.14
44.12,666.31,172.86,285.35
172.39,638.4,82.01,215.62
233.13,502.51,55.41,340.2
8.33,661.32,195.8,319.47
24.94,681.48,206.42,308.46
186.22,652.12,94.67,197.91
326.46,832.66,281.86,8.49
677.06,27.49,580.11,863.45
331.42,839.1,288.34,5.71
35.15,691.36,211.27,302.23
679.43,28.14,582.03,865.23
27.96,680.11,200.38,302.31
328.43,838.01,286.74,3.09
674.96,25.43,577.83,861.15
190.14,517.66,54.71,337.49
95.24,752.42,282.67,328.14
168.7,640.78,84.99,215.03
425.45,397.02,239.24,474.18
677.17,25.21,579.33,862.45
223.85,516.47,41.28,326.88
165.4,642.51,87.34,214.97
367.7,423.0,412.38,669.08
190.74,679.66,122.21,172.63
258.46,458.6,307.03,556.79
225.25,515.96,41.98,327.13
680.82,24.25,581.08,863.64
146.25,706.7,158.13,184.81
325.23,828.69,278.29,12.85
36.15,680.06,192.66,292.22
11.63,649.11,190.87,327.41
180.69,671.42,355.98,502.56
190.96,695.82,138.47,160.23
195.84,823.49,282.56,186.64
27.07,682.42,205.2,305.67
259.54,456.79,306.89,557.28
14.03,668.43,198.31,314.18
192.0,696.81,139.43,159.0
168.72,642.25,86.43,213.72
637.91,64.9,519.33,796.35
226.27,514.76,43.23,328.22
232.01,506.76,51.43,335.78
228.36,510.07,47.81,332.91
38.45,694.48,212.79,300.17
170.36,639.52,83.45,215.45
628.25,80.39,506.37,782.24
223.91,486.52,73.3,361.23
36.75,688.25,203.44,295.66
24.94,681.33,206.11,308.25
140.66,705.2,158.39,189.94
97.65,753.8,286.61,332.69
34.67,688.32,206.0,299.06
191.18,695.7,138.34,160.2
698.15,95.85,619.1,905.6
228.36,510.07,47.81,332.91
678.73,26.33,580.83,863.91
678.32,27.76,581.11,864.37
167.08,639.54,84.08,216.85
229.1,521.17,38.87,320.77
331.75,841.51,290.41,4.31
679.95,24.98,581.0,863.79
29.69,681.01,199.91,300.52
168.91,639.04,83.23,216.51
97.17,754.32,284.39,328.39
231.99,507.11,51.12,335.4
192.72,670.82,113.39,179.15
38.46,681.3,192.22,289.94
78.62,719.24,210.07,258.49
689.22,89.06,609.6,896.08
193.08,670.63,113.21,179.17
666.56,21.62,569.85,853.39
170.36,639.52,83.45,215.45
675.52,25.03,578.1,861.34
173.19,638.51,82.01,215.19
167.99,641.09,85.42,215.07
224.09,515.76,41.97,327.6
328.68,837.93,286.73,3.48
172.44,638.77,82.38,215.26
331.09,838.06,287.41,6.4
32.0,688.26,209.6,304.01
333.7,840.59,290.12,7.48
334.26,844.65,293.59,6.65
257.02,460.24,306.53,555.76
46.64,700.85,213.74,292.79
326.78,830.83,280.43,11.21
194.25,699.56,142.14,155.91
329.68,834.8,284.39,8.73
677.11,26.69,579.86,863.12
173.11,638.48,81.99,215.25
168.65,640.29,84.51,215.5
339.66,852.94,301.67,13.84
9.15,664.63,198.29,318.64
169.93,639.61,83.61,215.55
254.62,462.23,305.05,553.69
364.09,423.5,408.74,665.33
184.52,663.03,105.65,189.01
626.38,71.38,507.56,784.77
50.17,704.74,216.65,291.52
225.07,513.99,43.73,329.33
168.26,640.7,84.99,215.29
396.56,939.11,385.31,99.89
222.97,518.48,39.31,324.88
332.87,840.52,289.85,6.4
232.81,508.43,50.18,333.8
39.26,688.21,200.73,292.0
12.0,666.37,197.7,315.88
28.0,683.61,206.15,305.41
23.15,680.32,206.78,310.39
610.8,1144.22,598.11,310.5
170.01,639.2,83.19,215.89
26.67,681.73,204.49,305.62
38.81,691.63,206.71,295.58
325.68,835.15,283.74,4.75
190.85,695.81,138.46,160.3
49.92,704.08,215.62,290.96
210.06,530.03,27.63,315.36
41.45,677.48,185.45,286.21
42.04,691.04,202.16,290.05
197.44,700.7,143.24,153.49
209.98,530.11,27.56,315.3
360.83,424.28,405.61,662.02
206.32,672.8,116.26,172.79
191.12,670.42,112.96,180.11
87.41,741.56,280.36,338.62
228.36,510.07,47.81,332.91
168.06,640.79,85.11,215.31
243.36,486.81,71.19,355.42
331.11,840.2,289.17,4.27
332.13,842.02,290.91,4.59
35.37,691.16,210.49,301.42
191.65,696.8,139.44,159.18
677.18,27.5,580.21,863.54
326.64,830.37,280.02,11.71
221.08,521.16,36.57,322.36
170.36,639.52,83.45,215.45
226.11,520.9,37.98,321.6
193.73,671.69,114.27,178.03
173.02,639.28,82.8,214.56
226.32,513.74,44.15,329.32
26.55,677.65,198.29,302.76
678.17,25.41,580.09,863.12
227.55,520.81,38.54,321.43
677.64,24.94,579.54,862.59
172.11,638.66,82.31,215.5
123.82,580.1,78.96,300.23
37.88,680.62,191.88,290.42
27.74,684.65,208.67,307.42
31.3,681.86,199.49,298.86
44.89,699.02,212.57,293.66
333.07,842.41,291.46,5.58
43.37,692.5,203.02,289.22
324.57,828.47,277.95,12.7
363.4,424.32,408.43,664.81
679.02,27.32,581.43,864.58
26.28,680.47,202.82,305.04
227.82,509.97,47.82,333.14
197.1,525.55,38.79,324.77
21.84,672.6,196.18,306.44
228.68,514.86,43.7,327.63
633.47,71.65,513.48,790.02
363.64,422.86,407.91,664.66
228.36,510.07,47.81,332.91
226.78,517.02,41.38,325.66
230.77,519.92,40.5,321.82
226.1,514.02,43.87,329.07
171.01,641.58,85.38,213.33
27.37,683.3,206.45,306.2
328.38,833.1,282.68,9.62
224.48,517.17,40.75,325.98
41.77,691.48,203.11,290.77
86.91,722.78,208.29,249.11
26.67,681.73,204.49,305.62
332.41,840.66,289.86,5.68
170.12,639.44,83.41,215.63
24.11,681.21,207.13,309.74
678.59,25.53,580.41,863.42
29.53,684.31,205.41,303.52
401.46,939.71,386.73,100.08
204.92,518.61,42.46,329.95
330.85,839.91,288.88,4.16
225.82,520.19,38.47,322.42
196.23,700.44,142.99,154.28
24.86,681.84,207.29,309.14
672.9,23.81,575.72,859.05
19.97,671.43,196.46,308.23
677.11,26.69,579.86,863.12
234.2,500.21,57.66,342.51
7.03,660.33,196.07,320.93
168.79,639.61,83.81,216.04
97.99,754.99,285.39,329.12
30.3,687.2,210.07,306.02
168.65,640.31,84.53,215.48
169.56,639.53,83.6,215.78
115.07,723.97,191.28,214.21
6.28,660.92,197.1,321.49
679.19,28.25,581.91,865.14
208.31,577.98,24.95,264.84
345.83,856.95,306.41,19.3
676.54,26.93,579.54,862.87
225.96,513.56,44.26,329.6
230.69,511.58,46.99,330.8
29.63,686.37,209.33,306.1
336.1,844.94,294.26,8.49
341.69,854.56,303.47,15.76
305.09,811.91,259.65,28.3
168.27,640.75,85.04,215.24
33.79,685.65,202.59,297.98
28.52,685.66,209.61,307.39
168.02,640.47,84.81,215.61
325.77,829.44,279.04,12.27
28.89,684.97,207.54,305.51
229.76,514.25,44.51,328.08
168.64,640.3,84.52,215.49
230.68,510.24,48.12,332.25
667.63,8.1,564.64,846.49
364.53,423.45,409.2,665.79
167.8,639.5,83.9,216.57
260.51,454.69,306.35,557.49
365.34,422.92,409.78,666.51
254.15,461.75,304.0,552.88
672.08,24.39,575.28,858.71
232.93,504.74,53.39,337.8
331.74,839.08,288.4,6.17
11.26,666.24,198.25,316.69
31.14,687.47,209.27,304.6
41.97,693.16,205.6,291.93
198.04,525.86,37.75,324.04
189.02,669.36,111.91,181.83
677.11,26.69,579.86,863.12
27.2,684.68,209.68,308.72
673.0,23.54,575.71,859.01
51.52,638.21,227.69,379.03
187.53,664.99,107.54,186.14
50.91,696.98,202.24,281.68
30.96,685.12,205.03,301.95
39.75,695.48,212.88,298.96
364.43,422.86,408.77,665.52
678.76,26.92,581.09,864.22
330.97,833.13,283.35,12.36
43.27,692.44,203.03,289.32
31.16,684.38,203.53,300.92
331.59,841.79,290.6,4.03
553.99,1094.16,544.98,257.05
217.04,466.94,105.61,391.23
232.48,510.43,48.44,331.7
366.31,421.24,409.94,667.09
677.13,26.54,579.81,863.06
254.83,461.79,304.95,553.75
28.4,685.39,209.21,307.2
195.11,698.84,141.41,155.98
330.9,840.08,289.03,4.08
368.0,422.52,412.45,669.26
674.75,25.93,577.85,861.23
326.81,830.5,280.17,11.66
331.11,840.2,289.17,4.27
42.63,691.36,202.04,289.44
259.15,457.68,307.14,557.21
43.13,690.61,200.42,288.24
677.7,25.42,579.78,862.87
35.61,680.15,193.24,292.86
342.03,829.74,283.75,29.93
98.77,755.87,285.87,328.73
336.21,852.05,300.16,12.4
186.6,671.85,114.45,180.75
193.24,697.97,140.57,157.54
148.62,706.64,157.32,182.88
166.99,639.76,84.31,216.7
224.38,515.26,42.47,328.09
191.56,696.63,139.27,159.35
227.13,516.62,41.81,326.02
189.29,639.47,82.05,208.45
305.66,810.05,258.2,29.78
172.99,638.3,81.83,215.46
333.32,840.5,289.95,7.04
257.6,490.34,73.29,349.76
261.51,485.24,78.55,354.75
25.22,681.74,206.5,308.25
551.14,1092.23,542.76,254.84
167.88,640.52,84.89,215.62
680.08,25.2,581.18,863.98
196.79,702.2,144.76,152.75
35.0,685.79,201.49,296.32
330.53,841.47,290.09,2.9
345.58,848.97,299.9,18.41
32.54,688.52,209.31,303.29
180.01,667.89,354.01,502.57
209.42,668.86,112.88,175.49
33.98,690.22,210.68,302.91
339.63,856.61,304.71,16.96
337.65,852.21,300.61,12.68
227.15,514.81,43.37,327.99
190.08,632.9,75.52,214.4
326.8,830.86,280.46,11.19
224.26,519.25,38.87,323.76
607.98,51.73,508.54,792.26
84.32,717.71,203.1,249.28
228.36,510.07,47.81,332.91
38.75,690.68,205.16,294.72
195.0,672.88,115.5,176.53
36.75,688.24,203.43,295.66
42.17,689.52,199.78,288.86
342.08,854.91,303.86,16.16
230.67,511.61,46.96,330.77
677.11,26.69,579.86,863.12
37.35,692.2,209.69,298.93
332.87,840.52,289.85,6.4
675.95,24.89,578.36,861.55
190.13,667.43,109.98,183.03
207.7,670.03,113.75,174.9
633.31,71.51,513.38,789.95
222.7,520.16,37.75,323.1
230.61,509.97,48.34,332.56
228.36,510.07,47.81,332.91
677.76,25.05,579.67,862.71
552.94,1094.65,545.08,257.16
38.75,690.68,205.16,294.72
322.02,831.86,280.17,7.81
191.04,668.79,111.34,181.53
228.87,494.15,63.48,350.61
35.6,688.33,204.88,297.52
40.04,691.48,205.01,293.42
226.37,521.18,37.83,321.24
677.24,24.99,579.3,862.38
27.94,685.18,209.53,307.88
367.06,420.49,410.35,667.68
228.8,515.47,43.23,326.95
170.01,639.18,83.18,215.91
331.75,841.49,290.39,4.32
303.24,819.3,265.62,24.98
681.19,28.69,583.41,866.49
249.13,473.51,307.52,552.0
673.71,25.89,577.05,860.5
167.95,641.16,85.5,215.02
29.46,685.99,208.78,305.85
551.13,1090.83,541.69,253.76
24.8,677.92,200.49,305.24
258.82,456.77,305.9,556.37
192.08,696.85,139.47,158.93
181.24,649.49,92.2,202.12
402.8,944.04,390.62,104.54
332.55,838.28,287.94,8.09
29.98,685.17,206.39,303.72
259.68,456.07,306.44,557.1
368.0,422.52,412.45,669.26
191.84,668.74,111.3,181.26
24.37,681.67,207.7,309.91
167.52,641.81,86.22,214.64
332.91,842.42,291.43,5.39
171.77,641.93,85.61,212.69
233.82,501.42,56.5,341.25
226.25,521.47,37.57,320.96
191.3,670.61,113.15,179.88
201.02,529.71,31.27,318.52
364.84,424.55,410.11,666.43
677.98,24.95,579.78,862.79
194.53,670.57,113.18,178.69
45.21,667.16,172.79,284.11
331.42,841.48,290.31,3.91
331.11,840.57,289.48,4.01
168.03,640.41,84.75,215.66
199.49,671.86,114.71,175.81
234.86,507.12,51.84,334.85
26.19,679.01,200.63,304.04
228.36,510.07,47.81,332.91
327.58,831.98,281.57,10.36
203.17,671.06,114.23,175.31
26.82,683.84,208.4,308.09
677.17,26.33,579.77,862.99
25.52,681.81,206.2,307.77
28.05,683.09,205.13,304.72
674.84,26.67,578.18,861.62
324.37,829.55,278.79,11.19
169.17,639.79,83.93,215.71
24.21,680.37,205.28,308.38
54.4,695.11,196.43,276.0
168.03,640.75,85.08,215.35
230.4,509.09,49.06,333.55
667.46,21.1,570.46,853.92
230.24,520.03,40.19,321.79
151.2,705.81,155.64,181.08
224.74,522.1,36.58,320.58
36.86,680.08,192.09,291.43
172.91,640.97,84.49,213.08
331.35,839.11,288.33,5.6
677.11,26.69,579.86,863.12
196.41,670.9,113.58,177.72
